Group,Excellent ratio,Good ratio,Pass ratio,Fail ratio
42,0.14500999428323663,0.2823512930918004,0.4448873276284877,0.12775136603474757
43,0.16536034252406678,0.25291873252091984,0.4268844097998836,0.15483651068478144
44,0.12018624937467905,0.1728499261058447,0.47853892841904044,0.22842488326681085
45,0.16963224671660748,0.23462728923311882,0.46052974030232796,0.13521072682131016
46,0.1598782384780933,0.10513253215081829,0.7034185282122679,0.03157066632735643
47,0.175687997384667,0.24166391646390686,0.4081471241686509,0.17450096423657593
48,0.11931997945365062,0.3343134728839591,0.39251884630596057,0.1538477010956592
49,0.15450440450567884,0.27611964361980235,0.34257008688585144,0.22680586334022645
50,0.07099916236782333,0.10911964635462951,0.7648961515289401,0.054985034682212906
51,0.20274905187586975,0.28837901731522664,0.34763887919697517,0.16123304056644266
52,0.06679697765080961,0.10104773956002418,0.7943556431575345,0.03779963963163223
53,0.17022974752079467,0.2747837965396357,0.35292797542174886,0.20205847612197828
54,0.14626665047525608,0.1380743162544689,0.6670802005402056,0.04857883707003253
55,0.18522086040703545,0.2638256412274106,0.35831704312633983,0.19263644939050828
56,0.10562353464760729,0.2141819767411855,0.5579628933726121,0.12223154308453071
57,0.20426721193169747,0.24953852606536897,0.4200225172392379,0.12617173906400145
58,0.10562353464760729,0.2141819767411855,0.5579628933726121,0.12223154308453071
59,0.187060006111989,0.2613241514262823,0.4095294015125874,0.14208644109815277
60,0.10780329239305851,0.1574356819437255,0.6614746822290107,0.07328632037465804
61,0.1867778737457567,0.2632146183948053,0.4268469215314137,0.12316058263998682
62,0.13038638781068312,0.2030474673717211,0.3892805663619408,0.2772855735010191
63,0.15446857817123447,0.23164381889650898,0.48131366838015216,0.13257393054741706
64,0.2126741037621395,0.22693127659544177,0.34538787055969516,0.21500673526189712
65,0.1628595682297194,0.2609584742728827,0.3555691017639437,0.22061285679516174
66,0.18547456749505195,0.26382912319299207,0.39818935790779286,0.15250695628429353
67,0.17097821903156593,0.27191573135533476,0.3938330520266408,0.1632729960590893
68,0.30069055541722683,0.28729094416125134,0.2763530850693955,0.1356653782482349
69,0.22617957320068569,0.2552760115725741,0.36994016139916674,0.14860425200218122
70,0.12968498969388395,0.3862255677114073,0.23260361962128592,0.25148583269643043
71,0.20477202164928524,0.2704790164299483,0.37460067954830933,0.15014827786485602
72,0.2657700920897359,0.2986385875360875,0.24808320847400964,0.1875081039280458
73,0.17872227682478303,0.26398099331131275,0.4240086073528138,0.13328811470660726
74,0.13239776526638114,0.26417936740111814,0.3723818222028624,0.23104102899913123
75,0.1949237078950728,0.2608262011512452,0.4005897583268954,0.14366032403999246
76,0.11865446158106024,0.3359609027964035,0.23383660675522275,0.311548035945365
77,0.1634977205616557,0.25103750229806576,0.4100499171015644,0.17541486225526184
78,0.11767279461674639,0.23657968435535331,0.5001202519016443,0.14562727411814474
79,0.1882824690399891,0.284704720391714,0.38099566603396,0.14601714494411883
80,0.13249429835226698,0.2846230985534186,0.33428903738556603,0.2485935605492213
81,0.14812210469394418,0.2636146688912905,0.4396264244692824,0.14863680138668953
82,0.1112371232677126,0.1982547451188037,0.3944284721172197,0.29607965036930245
83,0.18800075334584185,0.27519787220083985,0.37415584686973646,0.16264552044965094
84,0.13588633574093964,0.2550807988438352,0.46515244788905896,0.14388040985206835
85,0.2104532629798088,0.2661169555199024,0.38282204422156985,0.14060773139276025
86,0.14553221122798132,0.2980762340932128,0.3994990249173827,0.15689247699268602
87,0.201578426709957,0.24679504313212736,0.39329848896883346,0.15832803476295645
88,0.20176515707212997,0.32435354444780506,0.2863595170579846,0.18752174547302897
89,0.21381614558895135,0.2846427836619748,0.39484554162634644,0.10669552457787321
90,0.2880548772789959,0.39094408948836396,0.1976762746814641,0.12332478306358681
91,0.16553285214837574,0.25410402262365117,0.41959807010680383,0.16076505871607455
92,0.19060653647501843,0.2858251490755532,0.24369020633145552,0.27987810679549463
93,0.20528731672278963,0.3021702013088132,0.35425303637033395,0.1382894403826567
94,0.23566238752911986,0.19895843248879472,0.41300745286529944,0.15237171728201962
95,0.18579920716534556,0.2597979531108004,0.36882794555097026,0.18557489525321788
96,0.14014478702140434,0.2843874775049413,0.3508339204587829,0.22463381577855557
97,0.1654183008225562,0.20818417698934108,0.4605558240660394,0.1658417011022955
98,0.2154487586961722,0.16540024180172658,0.5194974160305567,0.09965356510586335
99,0.1715925973633541,0.28970081267200615,0.4036640127489514,0.13504257069643033
100,0.13033526758567185,0.18786006170855413,0.45993009391889944,0.22187458654713474
101,0.19609906223961893,0.25623813183455396,0.4034353220517854,0.14422748078205092
102,0.18068932028653367,0.22719190133808687,0.42109319942349926,0.17102556416247705
103,0.16214902814906598,0.26912263248757734,0.4041039629379764,0.16462436843463266
104,0.23204294431055378,0.27303002881613436,0.33068503784950815,0.16424199792724767
105,0.18156725613944252,0.2533380227656163,0.4004990332292923,0.16459568127188512
106,0.08098185873971818,0.14299494777953278,0.708149723377674,0.06787347010307515
107,0.19508713809415146,0.29164123818729554,0.3710017838341375,0.1422698328808699
108,0.19889452202757582,0.2535734266535627,0.4447988847553549,0.10273316671251832
109,0.19915322952227524,0.2807492416103795,0.384079580423175,0.1360179486304349
110,0.12275985153028598,0.2394505735487249,0.3985200221058014,0.2392695520701299
111,0.1784943101228367,0.24795329301639452,0.4409812334671278,0.132571172222579
112,0.19884740877294202,0.30226928937490777,0.35146991636273733,0.14741339824853214
113,0.19258682087031276,0.25648815315764645,0.40332746318195006,0.14759755949320896
114,0.19393289222988322,0.36031166182791097,0.22173352960750564,0.2240219127211682
115,0.16504513349447414,0.2270144594110196,0.4468345101309005,0.16110589398337358
116,0.09213524883806638,0.18439940745266722,0.6176045705287476,0.1058608015299785
117,0.18077979496438876,0.2725016476404473,0.3623107012340769,0.18440784574890068
118,0.0974444370918629,0.2260993827974431,0.5622876659829207,0.1141685513806773
119,0.18561103398560266,0.28860952333325274,0.3544556159322406,0.17132381412016995
